Inference for Stan model: anon_model_5d703b856fa2f28cab8159e4abe012f4.
4 chains, each with iter=40000; warmup=20000; thin=1; 
post-warmup draws per chain=20000, total post-warmup draws=80000.

                   mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
outl_loglike[40]   5.96  3.2e-3   0.97   4.13   5.29   5.94   6.61    7.9  94687    1.0
outl_loglike[41]   5.91  3.3e-3   0.99   4.05   5.23    5.9   6.58   7.87  86918    1.0
outl_loglike[42]   5.92  3.3e-3   0.98   4.05   5.24   5.91   6.58   7.88  86667    1.0
outl_loglike[43]   6.02  3.0e-3   0.95   4.24   5.35    6.0   6.66   7.94  98139    1.0
outl_loglike[44]   5.97  3.2e-3   0.97   4.13   5.29   5.95   6.62   7.92  92081    1.0
outl_loglike[45]   4.72  7.0e-3   1.81   0.72   3.94   4.96   5.84   7.36  67115    1.0
outl_loglike[46]    5.8  3.4e-3   1.03   3.81    5.1   5.79   6.49   7.81  90210    1.0
outl_loglike[47]   5.76  3.6e-3   1.07   3.64   5.06   5.77   6.48   7.81  86967    1.0
outl_loglike[48]    5.9  3.4e-3    1.0    4.0   5.22   5.89   6.57   7.87  85903    1.0
outl_loglike[49]    5.1  3.6e-3   1.15   2.78   4.36   5.13   5.88    7.3 104065    1.0
outl_loglike[50]   5.93  3.1e-3   0.97   4.11   5.25   5.92   6.59   7.88  99385    1.0
outl_loglike[51]    6.0  3.1e-3   0.96   4.21   5.33   5.99   6.65   7.94  94581    1.0
outl_loglike[52]   5.94  3.3e-3   0.98   4.09   5.25   5.92    6.6   7.89  89570    1.0
outl_loglike[53]   5.58  3.5e-3   1.09   3.39   4.86   5.59   6.32   7.68  96288    1.0
outl_loglike[54]   6.02  3.1e-3   0.95   4.24   5.35    6.0   6.66   7.95  96254    1.0
outl_loglike[55]   5.77  3.3e-3   1.03   3.79   5.07   5.77   6.46   7.78  99540    1.0
outl_loglike[56]   5.95  3.2e-3   0.98    4.1   5.26   5.93   6.61   7.91  92264    1.0
outl_loglike[57]   4.82  5.0e-3   1.45   1.75   4.04   4.94   5.76   7.25  83845    1.0
outl_loglike[58]   5.96  3.2e-3   0.97   4.13   5.28   5.95   6.62   7.91  93514    1.0
outl_loglike[59]   5.93  3.3e-3   0.98   4.07   5.24   5.91   6.59   7.89  89270    1.0
outl_loglike[60]   5.92  3.2e-3   0.98   4.07   5.24   5.91   6.58   7.88  96457    1.0
outl_loglike[61]   5.82  3.6e-3   1.03   3.83   5.13   5.83   6.51   7.83  83375    1.0
outl_loglike[62]   5.67  3.4e-3   1.05   3.61   4.96   5.67   6.37   7.72  97818    1.0
outl_loglike[63]   5.82  3.3e-3   1.01   3.89   5.12   5.81    6.5   7.81  94759    1.0
outl_loglike[64]   5.89  3.1e-3   0.99   4.02    5.2   5.88   6.55   7.87  99142    1.0
outl_loglike[65]   5.91  3.3e-3   0.99   4.04   5.22    5.9   6.57   7.87  88928    1.0
outl_loglike[66]   4.65  4.9e-3   1.47   1.48   3.82   4.76   5.61   7.13  88483    1.0
outl_loglike[67]   5.74  3.3e-3   1.03   3.76   5.05   5.74   6.44   7.77  97796    1.0
outl_loglike[68]   5.89  3.4e-3   0.99    4.0   5.21   5.88   6.56   7.86  87104    1.0
outl_loglike[69]   5.64  3.4e-3   1.06   3.55   4.93   5.65   6.35    7.7  97301    1.0
outl_loglike[70]   5.69  3.4e-3   1.05   3.63   4.98    5.7    6.4   7.74  96964    1.0
outl_loglike[71]   5.98  3.1e-3   0.96   4.18   5.31   5.96   6.63   7.91  95520    1.0
outl_loglike[72]   5.88  3.3e-3   0.99    4.0    5.2   5.87   6.55   7.86  90432    1.0
lp__             293.29    0.06    9.7 273.28 286.98 293.59 299.95  311.4  25253    1.0

Samples were drawn using NUTS at Thu May 21 14:41:53 2020.
For each parameter, n_eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor on split chains (at 
convergence, Rhat=1).
