Inference for Stan model: anon_model_5d703b856fa2f28cab8159e4abe012f4.
4 chains, each with iter=40000; warmup=20000; thin=1; 
post-warmup draws per chain=20000, total post-warmup draws=80000.

                    mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
outl_loglike[36]     4.1    0.02   2.76  -3.14   3.38   4.61    5.6   7.23  23165    1.0
outl_loglike[37]    5.67  6.2e-3   1.09   3.57   4.94   5.68   6.41   7.79  30779    1.0
outl_loglike[38]     5.4  5.8e-3   1.17   3.07   4.65   5.42   6.19   7.59  40131    1.0
outl_loglike[39]     5.8  5.6e-3   1.02   3.91   5.08   5.78   6.49   7.83  33368    1.0
outl_loglike[40]    5.79  5.6e-3   1.01   3.96   5.07   5.77   6.48   7.83  32682    1.0
outl_loglike[41]     5.7  5.7e-3   1.04   3.78   4.98   5.69   6.41   7.78  33889    1.0
outl_loglike[42]    5.79  5.7e-3   1.02   3.93   5.07   5.77   6.47   7.83  32098    1.0
outl_loglike[43]   -1.46    0.06    8.0 -21.31  -5.09   1.44   3.98   6.47  17226    1.0
outl_loglike[44]    5.37  6.4e-3    1.2   2.96   4.61   5.39   6.17    7.6  35493    1.0
outl_loglike[45]    4.12    0.01   2.02  -0.21   3.25   4.37   5.35   7.03  28419    1.0
outl_loglike[46]    5.42  6.8e-3   1.22   2.91   4.66   5.47   6.24   7.66  31842    1.0
outl_loglike[47]    4.31    0.01   2.12  -0.11   3.52   4.58   5.51   7.14  33809    1.0
outl_loglike[48]    5.71  5.9e-3   1.06   3.73   4.98    5.7   6.43    7.8  32413    1.0
outl_loglike[49]    5.44  7.0e-3   1.24    2.9    4.7   5.49   6.26   7.67  31393    1.0
outl_loglike[50]    5.29  6.7e-3   1.21   2.84   4.51   5.33   6.11   7.57  32969    1.0
outl_loglike[51]    5.72  5.8e-3   1.04   3.81    5.0   5.71   6.42   7.79  32034    1.0
outl_loglike[52]    5.41  5.9e-3   1.15   3.18   4.66   5.42   6.18   7.61  37076    1.0
outl_loglike[53]    4.29    0.02   2.32  -0.84   3.49   4.62    5.6    7.2  23494    1.0
outl_loglike[54]    5.74  5.8e-3   1.04   3.83   5.02   5.73   6.44   7.79  31694    1.0
outl_loglike[55]    5.62  5.8e-3   1.09   3.56   4.89   5.62   6.36   7.73  35633    1.0
outl_loglike[56]    5.73  5.9e-3   1.04    3.8    5.0   5.72   6.43   7.79  31440    1.0
outl_loglike[57]    4.82  8.9e-3   1.53   1.61   3.96   4.94   5.82   7.38  29642    1.0
outl_loglike[58]    5.76  5.4e-3   1.02   3.88   5.03   5.74   6.45    7.8  35426    1.0
outl_loglike[59]    1.85    0.03   4.45 -10.08   0.73   3.11   4.56   6.63  18209    1.0
outl_loglike[60]    5.68  5.8e-3   1.07   3.68   4.95   5.67   6.39   7.77  33577    1.0
outl_loglike[61]    5.69  5.8e-3   1.04   3.75   4.97   5.68    6.4   7.76  31979    1.0
outl_loglike[62]    5.71  5.7e-3   1.04   3.79   4.98   5.69   6.41   7.78  33596    1.0
outl_loglike[63]    5.64  5.6e-3   1.06   3.64   4.91   5.63   6.36   7.73  36105    1.0
outl_loglike[64]    5.75  5.6e-3   1.02   3.88   5.03   5.73   6.43   7.79  32821    1.0
outl_loglike[65]    5.17  7.3e-3   1.36   2.49   4.39   5.23   6.04   7.51  34382    1.0
outl_loglike[66]    5.64  6.4e-3    1.1   3.59   4.91   5.64   6.37   7.74  29344    1.0
outl_loglike[67]     4.8    0.01   1.98   0.78   4.05   5.04   5.93   7.45  32143    1.0
outl_loglike[68]    5.73  5.8e-3   1.04    3.8   5.01   5.72   6.43   7.79  32618    1.0
outl_loglike[69]    5.59  5.9e-3   1.11   3.44   4.85    5.6   6.34   7.73  35186    1.0
outl_loglike[70]    5.72  5.8e-3   1.04   3.79    5.0   5.71   6.43   7.78  31660    1.0
outl_loglike[71]    3.19    0.02   3.44  -5.94   2.45    3.9   5.05   6.86  18979    1.0
outl_loglike[72]    5.66  6.0e-3   1.08   3.59   4.93   5.66   6.39   7.76  32740    1.0
outl_loglike[73]    5.68  5.8e-3   1.06    3.7   4.95   5.67    6.4   7.76  32956    1.0
outl_loglike[74]    5.24  6.3e-3   1.36    2.6    4.5    5.3   6.08   7.53  46060    1.0
outl_loglike[75]    4.88  7.8e-3   1.42   1.98   4.06   4.96   5.82   7.35  32917    1.0
outl_loglike[76]    5.66  6.0e-3   1.09   3.58   4.92   5.66   6.39   7.76  32750    1.0
outl_loglike[77]     5.3  6.8e-3   1.28   2.64   4.53   5.36   6.15   7.61  35192    1.0
outl_loglike[78]    5.66  5.8e-3   1.06   3.65   4.93   5.65   6.37   7.75  33157    1.0
outl_loglike[79]    5.65  6.3e-3    1.1   3.51   4.91   5.66   6.39   7.77  29910    1.0
outl_loglike[80]    5.74  5.6e-3   1.03   3.86   5.01   5.72   6.43    7.8  33357    1.0
outl_loglike[81]    5.71  5.8e-3   1.04    3.8   4.99   5.69   6.42   7.79  32600    1.0
outl_loglike[82]    5.21  6.7e-3   1.28   2.61   4.43   5.26   6.06   7.52  36755    1.0
outl_loglike[83]    5.78  5.7e-3   1.01   3.93   5.06   5.76   6.47   7.82  32209    1.0
outl_loglike[84]    5.71  5.7e-3   1.05   3.75   4.98    5.7   6.41   7.77  34183    1.0
outl_loglike[85]    5.77  5.7e-3   1.02   3.89   5.05   5.75   6.46   7.81  32403    1.0
outl_loglike[86]    4.51    0.01   1.98   0.47   3.71   4.74   5.66   7.27  37509    1.0
outl_loglike[87]    5.77  5.6e-3   1.02   3.91   5.05   5.74   6.45   7.81  33226    1.0
outl_loglike[88]    5.75  5.8e-3   1.03   3.85   5.03   5.74   6.45    7.8  31551    1.0
outl_loglike[89]    5.71  5.9e-3   1.05   3.76   4.98    5.7   6.42   7.79  32158    1.0
outl_loglike[90]    5.64  5.8e-3   1.07   3.65   4.91   5.63   6.36   7.73  33553    1.0
outl_loglike[91]    5.66  6.0e-3   1.07   3.63   4.93   5.66   6.39   7.75  32058    1.0
outl_loglike[92]    5.38  6.4e-3   1.19   3.02   4.61    5.4   6.18   7.61  34931    1.0
outl_loglike[93]    5.58  6.7e-3   1.15   3.24   4.84   5.61   6.36   7.75  29914    1.0
outl_loglike[94]    5.68  6.0e-3   1.06    3.7   4.95   5.67    6.4   7.78  30740    1.0
outl_loglike[95]    5.61  5.7e-3   1.08   3.58   4.87    5.6   6.34   7.72  35454    1.0
outl_loglike[96]    5.64  5.7e-3   1.07   3.66    4.9   5.63   6.36   7.74  34989    1.0
outl_loglike[97]    4.59    0.01   1.87   0.69   3.76    4.8   5.73   7.33  33108    1.0
outl_loglike[98]    5.73  5.8e-3   1.04   3.78    5.0   5.72   6.44   7.79  31746    1.0
outl_loglike[99]     5.7  5.8e-3   1.05   3.76   4.97   5.69   6.41   7.77  32386    1.0
outl_loglike[100]    5.7  5.9e-3   1.06   3.69   4.97    5.7   6.42   7.79  31988    1.0
outl_loglike[101]   5.39  6.0e-3   1.17   3.05   4.63   5.41   6.18    7.6  38565    1.0
outl_loglike[102]   5.74  5.6e-3   1.03   3.84   5.01   5.72   6.44   7.79  33755    1.0
outl_loglike[103]   5.65  5.9e-3   1.07   3.66   4.93   5.65   6.38   7.75  33474    1.0
lp__              181.82    0.24  20.47  143.4 168.12 181.13  194.7 223.93   7581    1.0

Samples were drawn using NUTS at Wed Mar 18 13:49:05 2020.
For each parameter, n_eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor on split chains (at 
convergence, Rhat=1).
